Wine ID,country,description,designation,points,price,province,region_1,region_2,variety,winery
22908,Australia,"This Bordeaux-inspired blend of Cab Sauvignon (30%), Petit Verdot (25%), Merlot (25%) and Cab Franc (20%) manages to be crisp and bright in acids while the tannins are ripe and plush. Tart berry flavors are marked by a not-so-subtle kiss of vanilla-laden oak. Probably at its best over the next few years.",Tatty Road,89,20,South Australia,McLaren Vale,,Bordeaux-style Red Blend,Gemtree
22992,Australia,"Already showing a bit of bricking, this is a full-bodied Shiraz that's a bit coarse in texture, with aromas and flavors of plum and brown sugar. The finish matches tart, zingy fruit with sweet, molasses-tinged oak. The individual components show promise, but it's tough to say if they will all come together in time.",Noble Baron,87,50,South Australia,Barossa,,Shiraz,Ch?õteau Tanunda
22993,Australia,"A supple, medium-bodied Shiraz ideal for near-term consumption, the 2009 Block 50 Shiraz delivers clean aromas and flavors of dark fruitÇ??black cherries and plumsÇ??and a hint of vanilla. It does turn a bit tart on the finish.",,87,10,Australia Other,Central Ranges,,Shiraz,Block 50
23003,Australia,"In certain vintages, this wine can be excellent, but in 2008 it's merely good. The fruitÇ??a blend of Cabernet Sauvignon (49%), Cabernet Franc (32%) and Merlot (19%)Ç??comes across as slightly pruny or stewed, while the tannins remain firm and leathery.",Chertsey,87,50,South Australia,Coonawarra,,Bordeaux-style Red Blend,Penley Estate
23040,Australia,"This Pinot Grigio is faintly coppery in color (trendy in some circles), with slightly floral and citrus overtones. It's modest in alcohol, but reasonably plump on the midpalate, delivering melon and apple-skin flavors before finishing crisp and refreshing. Drink now.",,87,17,South Australia,Adelaide Hills,,Pinot Grigio,Robert Oatley
23047,Australia,"Once thought to be Albari?Òo, this grape variety is actually native to France's Jura. In this example from South Australia, it's a lean, crisp white, with hints of pencil shavings that accent its grapefruity flavors. It's pretty, harmonious and a good all-around white for drinking over the next 6Ç??9 months.",The Love Symbol Single Site Savignin Blanc,87,15,South Australia,Langhorne Creek,,Savagnin,Zonte's Footstep
23080,Australia,"Hits all the classic well-oaked Cabernet notes: cedar, tobacco, vanilla and cassis upfront, with similar flavors coursing through from start to finish. It's not quite as full bodied as some Australian Cabernets, which isn't a bad thing, finishing with silky yet firm tannins. Drink nowÇ??2016.",Marquis Philips S2,89,35,South Australia,McLaren Vale,,Cabernet Sauvignon,R Wines
23084,Australia,"This wine shows some of the cool-climate notes associated with Western Australia and its maritime climate; green tobacco and other herbs intertwine with bright cassis fruit. At the same time, the fine quality of the tannins is evident in this wine's velvety texture, which makes it a pleasure to drink. Best nowÇ??2017.",Book Ends,89,24,Western Australia,Western Australia,,Cabernet Sauvignon,West Cape Howe
23100,Australia,"This could be straight out of New Zealand given its styling, which features pungent notes of crushed tomato leaf and gooseberries. It's light and refreshing, with a clean, crisp finish.",,87,18,South Australia,Adelaide Hills,,Sauvignon Blanc,Sidewood
23111,Australia,"An easy-drinking Coonwarra Cab, with regionally characteristic notes of cassis, cedar and mint. It's medium in weight, with a finish that turns tart and tea-like. Drink nowÇ??2017.",,87,35,South Australia,Coonawarra,,Cabernet Sauvignon,Katnook Estate
23127,Australia,"The relatively cool Adelaide Hills are making a name for their Sauvignon Blanc, and this example shows a restrained, grassy bouquet and flavors of grapefruit and tangerine. It's plump on the midpalate, then almost razor-sharp on the finish. Drink now.",The Broken Fishplate,86,17,South Australia,Adelaide Hills,,Sauvignon Blanc,D'Arenberg
23222,Australia,"A bit weightier than many Australian versions, this is a pale straw Moscato with a soft, frothy mouthfeel. It's floral on the nose, but mainly citrusy in the mouth, finishing on lime and grapefruit notes. Drink now.",Brilliant Disguise,86,22,South Australia,Barossa Valley,,Moscato,Two Hands
23231,Australia,"The oak treatment stands out a little in this wine, imparting a dusty, wood-smoke component as well as plenty of vanilla. The cherry fruit is otherwise nicely presented, with ample weight and a touch of creaminess to the texture.",Pure Estate,86,11,Australia Other,Central Ranges,,Shiraz,Anthropology
23292,Australia,"This is a fresh, grapefruity wine, accented by fresh cut grass and green herbs. It's nicely proportioned and medium bodied, with a tart, slightly pithy edge to the finish. Drink now.",Tic Tok,86,14,Western Australia,Western Australia,,Sauvignon Blanc,James Oatley
23354,Australia,"Coldstream Hills is better known for its Chardonnays and Pinot Noirs than its Sauvignon Blanc, but this is a solid effort. It's medium in body, with simple grapefruit and pineapple flavors and a crisp, clean finish.",,85,,Victoria,Yarra Valley,,Sauvignon Blanc,Coldstream Hills
23356,Australia,"Another faintly copper-hued Pinot Grigio from the Oatley family, this one offers modest apple, melon and citrus notes, medium body and a slightly tannic edge to the tart, lemony finish. Drink now.",Tic Tok,85,14,South Australia,Adelaide Hills,,Pinot Grigio,James Oatley
23364,Australia,"This 50-50 blend of Sauvignon Blanc and Chardonnay is a light-bodied, crisply focused wine. Lime and green apple notes dominate.",Wine Lovers,85,15,New South Wales,Orange,,Sauvignon Blanc-Chardonnay,Tamburlaine
23378,Australia,"Dark hints of charred oak and cola accent bright berry aromas, while the palate is marked by bold berry and black cherry flavors and a whack of vanilla. It's a medium-bodied red that comes across as a bit hard-edged because of its acidity despite having rather soft tannins. Drink now.",Cricket Pitch Cabernet Sauvignon-Shiraz-Merlot-Petit Verdot,87,21,Australia Other,South Eastern Australia,,Red Blend,Brokenwood
23426,Australia,"This pale straw-colored Moscato comes across as very citrusy and cleanÇ??lemon more than Muscat's typical orange. It's light, frothy and sweet, with a mouthwatering finish.",Sparkling,85,13,Australia Other,South Eastern Australia,,Moscato,Jacob's Creek
23428,Australia,"This is a frankly sweet, dessert style of still Moscato. It's modest in alcohol, offering up notes of oranges, melons and honey that are reasonably balanced on the finish. The price makes it a bargain.",Bin 90,85,7,Australia Other,South Eastern Australia,,Moscato,Lindemans
23570,Australia,"This boasts some rather prominent herbal (dill, perhaps?) notes, but this is an otherwise creamy-textured, soft Cabernet meant for immediate consumption. Vanilla and black cherry notes start upfront and persist through the slightly warm finish.",Truffle Chocolate,86,17,South Australia,Barossa Valley,,Cabernet Sauvignon,Chocolate Box
23615,Australia,"Fresh and juicy, this easy-drinking blend provides simple mint and cassis aromas and flavors at a reasonable price, with just enough structure to stand up to burgers and the like. Drink nowÇ??2013.",Gamekeeper's Shiraz-Grenache-Touriga,86,13,South Australia,Barossa,,Red Blend,St Hallett
23623,Australia,"A bold, aggressive wine that lacks a bit of elegance, the 2008 Galvo Garage is a big mouthful of cassis and cedar. In another few years it may settle down, but for now the overall impression is of a rather rough customer that's best suited to be poured alongside grilled steak.",The Galvo Garage Cabernet Sauvignon-Merlot-Cabernet Franc-Petit Verdot,86,29,South Australia,McLaren Vale-Adelaide Hills,,Bordeaux-style Red Blend,D'Arenberg
23648,Australia,"Zed is a pale flamingo in color, with plenty of hallmark Muscat aromas and flavors of orange and just a hint of berries. It is a bit heavy and rich compared to some of its competitors; try it with dessert rather than as an ap??ritif.",Ros??,84,13,Australia Other,Australia,,Moscato,ZED
23798,Australia,"Shiraz, Mourv??dre, Grenache, Tempranillo and Carignan all play parts in this Barossa blend, adding up to a wine that features ample cassis fruit and modest tobacco and cedar shadings. It's medium-bodied, a straightforward accompaniment to red meats or cheeses. Drink now.",Layers,85,16,South Australia,Barossa,,Red Blend,Peter Lehmann
23805,Australia,"Cherry fruit and peppery spice mark the aromas of this effort, which features a surprisingly light feel in the mouth despite ample (14.5%) alcohol. The flavors are red fruit rather than cassis, with hints of brown sugar and baking spices in support. Probably best over the next few years.",The High Trellis,85,19,South Australia,McLaren Vale,,Cabernet Sauvignon,D'Arenberg
23811,Australia,"The blend is 60% Cabernet Sauvignon, 19% Merlot, 15% Cabernet Franc and 6% Petit Verdot, which in this case has yielded a wine that is a bit austere on the palate, marked by taut acids and crisp berry fruit. Some herbal overtones are apparent as well. This is not an overweight Barossa wine by any means.",Memory Hill,85,22,South Australia,Barossa,,Bordeaux-style Red Blend,Kest Wines
23891,Australia,"Thank the folks at Pewsey Vale for aging this stellar wine five years before its release. The result is what Australian Rieslings aspire to become, a medium-bodied wine of uncommon elegance. Orange marmalade, honey and toast characters mingle easily yet finish crisp, long and completely dry. Drink now or hold through 2015, possibly longer.",The Contours Museum Reserve,93,28,South Australia,Eden Valley,,Riesling,Pewsey Vale
23942,Australia,"A solid effort, this basic red blend features mint accents layered over slightly herbal cassis aromas and flavors. It's medium-bodied, with silky tannins on the finish. Drink now.",Cabernet-Shiraz-Merlot,84,10,Western Australia,Western Australia,,Cabernet Blend,Ironberry
23960,Australia,"A slightly confected, slightly herbal Cab, with sweet cherry fruit that finishes tart. Still, it's nicely creamy in texture and while simple, is pleasant enough for a midweek quaff. Drink now.",,84,13,South Australia,South Australia,,Cabernet Sauvignon,Red Knot
23965,Australia,"Showing a bit of evolution, The Turk features hints of leather and beef alongside blackberry and cassis. It's reasonably complex for the price, but dries out a bit on the finish, suggesting it may be past its best. Drink up.",The Turk Cabernet-Shiraz-Mourv??dre-Grenache,84,20,South Australia,Barossa Valley,,Red Blend,Turkey Flat
24022,Australia,"Features charred and herbal overtones, but otherwise pleasant cherry fruit and a weightiness borne of moderately high alcohol (14%). The fruit fades a bit quickly on the finish, leaving some drying tannins behind, so serve with rare beef or lamb.",Avalon Tree Single Site,84,16,South Australia,Langhorne Creek,,Cabernet Sauvignon,Zonte's Footstep
24064,Australia,"Herbal and lean, with hints of sweet charred oak and tart cherries that combine to yield a slightly confected impression on the palate. Drink now.",Yellow Label,83,13,South Australia,South Australia,,Cabernet Sauvignon,Wolf Blass
24189,Australia,"Features an admirably lean, elegantly fine line of acids from start to finish, off of which hang notes of crushed stone, green apple and lime, with just the merest hints of riper fruit, like nectarine. Crisp and long, this should develop well over the next 5Ç??10 years.",Bin 51,91,20,South Australia,Eden Valley,,Riesling,Penfolds
